species	life form	individuals	samples	samples within range	sampling probability within range	degree cells	mean pairwise distance	minimum span	northern limit	southern limit	eastern limit	western limit	minimum MAT	maximum MAT	minimum MAP	maximum MAP	raw frequency	mean abundance	median abundance	top quartile abundance	maximum abundance	abundance within range	abundance per day	IUCN status	mass (g)	mass N	mass source	female mass	female mass N	male mass	male mass N	diet 1	diet 2	diet source	home range	female range	male range	daily range	daily movement	population density	home range habitat
Mylornis atricapillus	bird	1	1			1			10.4	10.4	-84.0	-84.0	26.000	26.000	4260.0	4260.0	0.001003	0.001003	0.001003	0.001003	0.001003		0.000833																		
Myrmeciza athrotorax	bird	2	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.002288	0.002288	0.002288	0.002288	0.002288	0.001144										invertivore		genus							
Myrmeciza atrothorax	bird	11	2	5	0.0000	2	15.89	14.83	-8.5	-14.1	-60.9	-74.9	25.500	25.700	1450.0	2400.0	0.014885	0.012563	0.051286	0.051286	0.101010	0.000000	0.061728	LC	16.1	1	species					invertivore		species							
Myrmeciza exsul	bird	34	4	5	0.2000	2	4.07	4.37	10.4	9.2	-79.7	-84.0	26.000	27.000	2750.0	4260.0	0.013821	0.010662	0.011607	0.016143	0.020060	0.013735	0.012500	LC	26.5	1	species					invertivore		species							
Myrmeciza ferruginea	bird	24	3			3	8.98	17.54	7.8	-2.4	-52.6	-61.1	26.000	26.700	1631.0	2500.0	0.007003	0.009162	0.011146	0.012596	0.014045		0.007353	LC	26.1	1	species					invertivore		species							
Myrmeciza fortis	bird	2	1			1			-0.6	-0.6	-76.2	-76.2	25.000	25.000	3100.0	3100.0	0.005464	0.005464	0.005464	0.005464	0.005464		0.010417	LC	45.9467082607666	2	species					invertivore		species							
Myrmeciza hemimelaena	bird	19	3	2	0.5000	2	12.06	12.26	-3.4	-14.1	-54.9	-60.9	25.05	25.500	1450.0	1920.0	0.006657	0.004777	0.003125	0.012500	0.021875	0.001807	0.001628	LC	16	1	species					invertivore		species							
Myrmeciza longipes	bird	13	2			2	17.93	18.30	9.0	7.8	-61.1	-79.6	26.000	27.000	1631.0	2000.0	0.004874	0.008761	0.016853	0.016853	0.031250			LC	27.9	1	species					invertivore		species							
Myrmeciza loricata	bird	1	1			1			-22.5	-22.5	-43.0	-43.0					0.006173	0.006173	0.006173	0.006173	0.006173			LC								invertivore		species							
Myrmeciza melanoceps	bird	1	1			1			-0.6	-0.6	-76.2	-76.2	25.000	25.000	3100.0	3100.0	0.002732	0.002732	0.002732	0.002732	0.002732		0.005208	LC	38.5	1	species					invertivore		genus							
Myrmeciza squamosa	bird	7	2			1		0.26	-23.6	-23.7	-46.6	-46.9	18.000	19.3	1400.0	1661.0	0.005682	0.005136	0.005767	0.005767	0.008389		0.014056	LC	18.5	1	species					invertivore		species							
Myrmelastes hyperythrus	bird	8	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.006051	0.006051	0.006051	0.006051	0.006051		0.001446																		
Myrmelastes leucostigma	bird	3	1			1			-3.0	-3.0	-50.0	-50.0					0.009063	0.009063	0.009063	0.009063	0.009063		0.015000																		
Myrmelastes schistaceus	bird	4	1			1			-9.9	-9.9	-67.9	-67.9	26.100	26.100	1951.0	1951.0	0.003026	0.003026	0.003026	0.003026	0.003026		0.000723																		
Myrmoborus axillaris	bird	7	1			1			-0.9	-0.9	-52.6	-52.6	26.000	26.000	2115.0	2115.0	0.019663	0.019663	0.019663	0.019663	0.019663		0.024306									invertivore		genus							
Myrmoborus leucophrys	bird	56	2			2	21.02	21.86	7.8	-14.1	-60.9	-61.1	25.500	26.000	1450.0	1631.0	0.018164	0.005931	0.012038	0.012038	0.022513			LC	21.5	1	species					invertivore		species							
Myrmoborus myotherinus	bird	83	10	12	0.5000	8	12.44	41.42	-0.6	-9.8	-50.0	-76.2	24.000	26.350	1875.0	3500.0	0.021002	0.020379	0.027206	0.033905	0.120773	0.013024	0.027402	LC	18.8	1	species					invertivore		species							
Myrmornis torquata	bird	30	7	16	0.1250	5	15.26	38.52	9.2	-3.4	-50.0	-79.7	25.05	27.000	1631.0	2750.0	0.004655	0.003936	0.004890	0.006296	0.007143	0.002673	0.002303	NT	46.7	1	species					invertivore		species							
Myrmothera campanisona	bird	9	6	17	0.1176	5	13.94	40.52	7.8	-9.8	-54.9	-76.2	24.000	26.000	1631.0	3500.0	0.001500	0.001862	0.001391	0.002185	0.009804	0.000629	0.001196	LC	47	1	species					invertivore		species							
Myrmothera haematonota	bird	5	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.005721	0.005721	0.005721	0.005721	0.005721	0.004577										invertivore		genus							
Myrmotherula axillaris	bird	129	18	49	0.3061	14	19.66	96.99	10.4	-14.5	-35.0	-84.0	24.000	27.000	1450.0	4260.0	0.011402	0.010585	0.010263	0.017127	0.121951	0.005920	0.006637	LC	8.09444253793923	2	species					invertivore		species							
Myrmotherula fulviventris	bird	44	6	8	0.2500	3	4.52	8.07	13.7	9.2	-79.7	-85.8	24.400	27.000	2274.0	4260.0	0.013370	0.011537	0.013017	0.016080	0.023810	0.006298	0.011765		10.4	1	species					invertivore		species							
Myrmotherula guttata	bird	61	3			3	8.98	17.54	7.8	-2.4	-52.6	-61.1	26.000	26.700	1631.0	2500.0	0.017800	0.006790	0.008427	0.015879	0.023332		0.002451	LC	11	1	species					invertivore		species							
Myrmotherula gutturalis	bird	30	2			2	10.62	12.12	7.8	-0.9	-52.6	-61.1	26.000	26.000	1631.0	2115.0	0.010718	0.013606	0.014539	0.014539	0.019663		0.024306	NT	9.2	1	species					invertivore		species							
Myrmotherula haematonota	bird	8	2			1		0	-2.1	-2.1	-62.1	-62.1	26.350	26.350	2475.0	2475.0	0.017354	0.016891	0.017089	0.017089	0.019685		0.014286		8.7	1	species					invertivore	frugivore	genus							
Myrmotherula hauxwelli	bird	40	5	14	0.1429	4	17.31	37.42	-0.6	-14.1	-50.0	-76.2	25.000	25.500	1450.0	3100.0	0.011264	0.009847	0.010929	0.014354	0.018127	0.004693	0.010970	LC	10.7	1	species					invertivore		species							
Myrmotherula leucophthalma	bird	93	3			2	5.09	4.93	-3.0	-3.4	-50.0	-54.9	25.05	25.05	1920.0	1920.0	0.036542	0.028174	0.021148	0.037289	0.053429		0.028423		9.4	1	species					frugivore	invertivore	species							
Myrmotherula longipennis	bird	211	10	13	0.3846	8	11.14	38.12	7.8	-3.4	-50.0	-76.2	25.000	26.700	1631.0	3100.0	0.030156	0.019468	0.020879	0.027606	0.074163	0.007160	0.035924	LC	9.4	1	species					invertivore		species							
Myrmotherula menetriesii	bird	51	9	20	0.2500	8	12.76	46.50	7.8	-14.1	-52.6	-76.2	24.000	26.700	1450.0	3500.0	0.006559	0.004849	0.004912	0.006369	0.017544	0.004533	0.006955	LC	8.6	1	species					invertivore		species							
Myrmotherula minor	bird	1	1			1			-14.5	-14.5	-39.1	-39.1	24.000	24.000	2000.0	2000.0	0.004310	0.004310	0.004310	0.004310	0.004310		0.008333	VU	6.4	1	species					invertivore	frugivore	genus							
Myrmotherula obscura	bird	1	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.001144	0.001144	0.001144	0.001144	0.001144	0.000000										invertivore		species							
Myrmotherula ornata	bird	2	1			1			-3.4	-3.4	-54.9	-54.9	25.05	25.05	1920.0	1920.0	0.001595	0.001595	0.001595	0.001595	0.001595		0.001302		9.4	1	species					frugivore	invertivore	species							
Myrmotherula schisticolor	bird	14	5	14	0.0714	3	8.31	14.18	13.7	4.7	-75.6	-85.8	16.800	24.400	2274.0	2630.0	0.010000	0.012364	0.010667	0.050000	0.053333	0.000190	0.043750	LC	9.6	1	species					invertivore		species							
Myrmotherula surinamensis	bird	2	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.003125	0.003125	0.003125	0.003125	0.003125			VU	8.3	1	species					invertivore	frugivore	genus							
Myrmotherula unicolor	bird	6	3	1	0.0000	2	1.84	2.26	-23.2	-23.6	-44.2	-46.6	18.000	23.000	1400.0	1700.0	0.005115	0.004945	0.006969	0.008657	0.010345	0.000000	0.008708	NT	11.5	1	species					invertivore		species							
Myrmotherula urosticta	bird	5	1			1			-14.5	-14.5	-39.1	-39.1	24.000	24.000	2000.0	2000.0	0.021552	0.021552	0.021552	0.021552	0.021552		0.041667	VU								invertivore	frugivore	genus							
Neochelidon tibialis	bird	1	1			1			9.2	9.2	-79.7	-79.7	27.000	27.000	2600.0	2600.0	0.002381	0.002381	0.002381	0.002381	0.002381			LC	10.6	1	species					invertivore		species							
Neopelma chrysolophum	bird	7	1			1			-23.7	-23.7	-46.9	-46.9	19.3	19.3	1661.0	1661.0	0.011006	0.011006	0.011006	0.011006	0.011006		0.019553	LC								invertivore		genus							
Neopelma pallescens	bird	87	8	16	0.2500	5	11.47	31.33	-6.7	-22.9	-35.0	-56.8	21.000	25.000	1200.0	1875.0	0.025962	0.019178	0.020500	0.085011	0.350993	0.014907	0.050303	LC	18.2	1	species					invertivore		genus							
Neopelma sulphureiventer	bird	14	2	2	0.0000	2	8.49	7.96	-9.9	-14.1	-60.9	-67.9	25.500	26.100	1450.0	1951.0	0.007136	0.007293	0.007310	0.007310	0.007812	0.005714	0.001627	LC	18	1	species					invertivore		species							
Neopipo cinnamonea	bird	1	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.001144	0.001144	0.001144	0.001144	0.001144	0.000000																			
Neothraupis fasciata	bird	88	2	4	0.0000	2	9.80	11.59	-15.6	-23.8	-47.6	-56.3	20.7	22.55	1291.0	1552.0	0.088979	0.070438	0.074493	0.074493	0.098734	0.003716		NT	26.8	1	species														
Nephelomyias lintoni	bird	2	1			1			-4.3	-4.3	-79.0	-79.0					0.002210	0.002210	0.002210	0.002210	0.002210		0.008333	NT																	
Nonnula brunnea	bird	2	2	1	0.0000	2	6.00	5.17	-0.6	-0.6	-71.0	-76.2	24.000	25.000	3100.0	3500.0	0.001613	0.001768	0.001938	0.001938	0.002732	0.000000	0.005208	LC								invertivore		genus							
Nonnula rubecula	bird	21	5	5	0.4000	5	6.33	15.98	-10.2	-22.9	-45.9	-52.2	20.5	24.000	1200.0	1550.0	0.006947	0.006335	0.006711	0.007937	0.015361	0.002554	0.001754	LC	18.4	1	species					invertivore		species							
Nonnula ruficapilla	bird	6	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.009375	0.009375	0.009375	0.009375	0.009375			LC	22	1	species					invertivore		genus							
Notharchus macrorhynchos	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	95.9	1	species					invertivore		genus							
Notharchus ordii	bird	2	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.002288	0.002288	0.002288	0.002288	0.002288	0.001144		LC	52.8	1	species					invertivore		genus							
Notharchus pectoralis	bird	1	1			1			9.2	9.2	-79.7	-79.7	27.000	27.000	2750.0	2750.0	0.002445	0.002445	0.002445	0.002445	0.002445		0.006250	LC	69.1	1	species					invertivore		species							
Notharchus tectus	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	26.8	1	species					invertivore		species							
Nothoprocta pentlandii	bird	3	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.005155	0.005155	0.005155	0.005155	0.005155		0.015306	LC	300.732439221312	2	species					invertivore	frugivore	species							
Notiochelidon murina	bird	5	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.036765	0.036765	0.036765	0.036765	0.036765			LC	11.7	1	species					invertivore		species							
Nyctibeus griseus	bird	2	1			1			-23.8	-23.8	-56.3	-56.3	22.55	22.55	1291.0	1291.0	0.010050	0.010050	0.010050	0.010050	0.010050																				
Nyctidromus albicollis	bird	20	10	82	0.0732	9	28.40	106.80	20.4	-23.8	-35.0	-88.5	22.55	26.600	436.0	3500.0	0.001692	0.003500	0.003294	0.012809	0.031496	0.000444	0.009294	LC	57.8470396822517	2	species					invertivore		species							
Nyctiphrynus ocellatus	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	39.6	1	species					invertivore		species							
Nystalus chacuru	bird	18	1			1			-15.6	-15.6	-47.6	-47.6	20.7	20.7	1552.0	1552.0	0.022785	0.022785	0.022785	0.022785	0.022785			LC	52.3	1	species					invertivore		species							
Nystalus maculatus	bird	14	3	2	0.0000	3	4.71	8.64	-15.6	-20.8	-45.9	-51.7	20.5	22.500	1400.0	1552.0	0.008934	0.010904	0.010753	0.021249	0.031746	0.006024		LC	42	1	species					invertivore		species							
Ochthoeca cinnamomeiventris	bird	2	1			1			-4.3	-4.3	-79.0	-79.0					0.002210	0.002210	0.002210	0.002210	0.002210		0.008333	LC	12	1	species					invertivore		species							
Ochthoeca diadema	bird	10	2	3	0.0000	2	9.43	10.33	4.6	-4.3	-73.7	-79.0	13.6	13.6	1861.0	1861.0	0.009606	0.013964	0.018021	0.018021	0.029412	0.005686	0.025000	LC	11.5	1	species					invertivore		species							
Ochthoeca frontalis	bird	2	1			1			-4.3	-4.3	-79.0	-79.0					0.002210	0.002210	0.002210	0.002210	0.002210		0.008333	LC	10.4	1	species					invertivore		genus							
Ochthoeca jelskii	bird	10	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.017182	0.017182	0.017182	0.017182	0.017182		0.051020	LC	11.6	1	species					invertivore		genus							
Ochthoeca leucophrys	bird	1	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.001718	0.001718	0.001718	0.001718	0.001718		0.005102	LC	13.1	1	species					invertivore		species							
Ochthoeca oenanthoides	bird	3	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.021127	0.021127	0.021127	0.021127	0.021127			LC	17.7	1	species					invertivore		species							
Ochthoeca piurae	bird	3	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.005155	0.005155	0.005155	0.005155	0.005155		0.015306	NT								invertivore		genus							
Ochthoeca rufipectoralis	bird	15	2	3	0.0000	2	12.74	11.43	-4.3	-14.1	-73.0	-79.0	11.7	11.7	677.0	677.0	0.014327	0.020499	0.026099	0.026099	0.042254	0.000000	0.037500	LC	10.5	1	species					invertivore		species							
Ocreatus underwoodii	bird	5	2	2	0.0000	2	10.76	9.66	10.4	4.7	-67.7	-75.6	15.500	16.800	1700.0	2630.0	0.011236	0.012006	0.012072	0.012072	0.013333	0.000000	0.021739	LC	3	1	species					nectarivore	invertivore	species							
Odontophorus gujanensis	bird	4	2	7	0.0000	2	17.43	17.17	7.8	-0.6	-61.1	-76.2	25.000	26.000	1631.0	3100.0	0.001424	0.002115	0.003142	0.003142	0.005464	0.000258	0.010417	NT	331	1	species					frugivore		species							
Oncostoma cinereigulare	bird	23	7	12	0.1667	4	4.07	9.09	17.6	13.7	-85.8	-92.7	24.400	27.000	1500.0	3035.0	0.008406	0.006439	0.011236	0.015048	0.021898	0.000584	0.002899	LC	6.4	1	species					invertivore		species							
Oncostoma olivaceum	bird	5	3			1		0	9.2	9.2	-79.7	-79.7	27.000	27.000	2600.0	2750.0	0.004013	0.003822	0.004762	0.004826	0.004890		0.009375	LC	6.6	1	species					invertivore		species							
Onychorhynchus coronatus	bird	75	21	63	0.2857	14	19.26	77.62	18.5	-14.1	-50.0	-92.1	24.000	27.000	1450.0	4260.0	0.006261	0.006023	0.004866	0.009415	0.041958	0.002344	0.004665	LC	14	1	species					invertivore		species							
Onychorhynchus mexicanus	bird	13	4	23	0.0870	2	9.78	11.87	16.5	9.0	-79.6	-89.1	26.25	27.000	2000.0	3035.0	0.011649	0.010039	0.011570	0.014456	0.017007	0.000982		LC								invertivore		species							
Opisthoprora euryptera	bird	2	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.014706	0.014706	0.014706	0.014706	0.014706			LC																	
Oporornis formosus	bird	88	12	26	0.3462	9	6.59	23.58	18.4	9.2	-79.8	-95.1	18.500	28.4	1050.0	4260.0	0.021427	0.015524	0.014462	0.054633	0.265625	0.006386	0.030366	LC	14	1	species					invertivore		species							
Oporornis philadelphia	bird	2	2	4	0.0000	2	4.07	4.36	10.4	9.2	-79.8	-84.0	26.000	27.000	2600.0	4260.0	0.002688	0.003830	0.005458	0.005458	0.009346	0.000000	0.001475	LC	12	1	species					invertivore		species							
Oporornis tolmiei	bird	5	2			2	2.18	2.14	15.3	14.3	-90.8	-92.7	25.000	26.85	1993.0	2000.0	0.005107	0.005679	0.005956	0.005956	0.007752		0.020000	LC	10.4	1	species					invertivore		species							
Oreomanes fraseri	bird	11	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.077465	0.077465	0.077465	0.077465	0.077465			NT	25	1	species					invertivore		species							
Oreotrochilus estella	bird	5	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.035211	0.035211	0.035211	0.035211	0.035211			LC	8.1	1	species					nectarivore	invertivore	species							
Ornithion inerme	bird	2	1			1			7.8	7.8	-61.1	-61.1	26.000	26.000	1631.0	1631.0	0.000819	0.000819	0.000819	0.000819	0.000819			LC	7	1	species					invertivore		species							
Orochelidon flavipes	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167																		
Orochelidon murina	bird	1	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.007042	0.007042	0.007042	0.007042	0.007042																				
Ortalis guttata	bird	2	2	4	0.0000	2	30.57	32.01	-6.7	-14.7	-35.1	-66.8	25.000	25.000	1875.0	1875.0	0.008696	0.008743	0.008791	0.008791	0.009709	0.000000	0.009709	LC	600	1	species					frugivore		species							
Ortalis vetula	bird	1	1			1			17.6	17.6	-88.7	-88.7	27.000	27.000	1500.0	1500.0	0.001613	0.001613	0.001613	0.001613	0.001613		0.001852	LC	584	1	species					granivore	frugivore	species							
Oryzoborus funereus	bird	147	14	24	0.4167	7	5.08	15.43	17.2	9.0	-79.1	-90.2	24.400	27.000	2000.0	4260.0	0.017673	0.019283	0.018212	0.043784	0.162791	0.010731	0.013884	LC	12.3	1	species					granivore		species							
Orzyoborus angolensis	bird	1	1			1			7.8	7.8	-61.1	-61.1	26.000	26.000	1631.0	1631.0	0.000409	0.000409	0.000409	0.000409	0.000409																				
Otus choliba	bird	1	1			1			-22.9	-22.9	-52.2	-52.2	21.000	21.000	1200.0	1200.0	0.000580	0.000580	0.000580	0.000580	0.000580											invertivore		species							
Oxypogon guerinii	bird	1	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.007353	0.007353	0.007353	0.007353	0.007353			LC	4.8	1	species														
Pachyramphus aglaiae	bird	2	1			1			14.3	14.3	-90.8	-90.8	25.000	25.000	2000.0	2000.0	0.007752	0.007752	0.007752	0.007752	0.007752			LC	29.698484809835	2	species					invertivore	frugivore	species							
Pachyramphus albogriseus	bird	3	1			1			-4.3	-4.3	-79.0	-79.0					0.003315	0.003315	0.003315	0.003315	0.003315		0.012500	LC	17.3	1	species					invertivore	frugivore	genus							
Pachyramphus homochrous	bird	2	1			1			-4.3	-4.3	-79.0	-79.0					0.002210	0.002210	0.002210	0.002210	0.002210		0.008333	LC	37.3	1	species					invertivore	frugivore	genus							
Pachyramphus marginatus	bird	1	1			1			-3.4	-3.4	-54.9	-54.9	25.05	25.05	1920.0	1920.0	0.000797	0.000797	0.000797	0.000797	0.000797		0.000651	LC	19.8	1	species					invertivore	frugivore	species							
Pachyramphus polychopterus	bird	35	8	72	0.0694	8	28.17	91.13	15.8	-22.9	-35.2	-88.5	20.7	27.000	436.0	3500.0	0.003396	0.003625	0.006515	0.011087	0.015748	0.000997	0.022979	LC	20.8	1	species					invertivore		species							
Pachyramphus validus	bird	1	1			1			-18.7	-18.7	-48.5	-48.5	22.5	22.5	1550.0	1550.0	0.002688	0.002688	0.002688	0.002688	0.002688		0.001754	LC	43	1	species					invertivore		species							
Pachyramphus versicolor	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	15.5	1	species					invertivore	frugivore	genus							
Pachyramphus viridis	bird	2	2	3	0.0000	2	9.72	10.78	-17.0	-19.6	-45.9	-56.9	22.500	22.500	1000.0	1442.0	0.002421	0.002963	0.003625	0.003625	0.005714	0.000000	0.008065	LC	21	1	species					invertivore		species							
Parkesia motacilla	bird	19	7	27	0.1852	6	6.36	18.86	18.4	9.2	-79.7	-94.9	24.400	27.000	1873.0	3500.0	0.003669	0.007931	0.005917	0.018964	0.046875	0.001332	0.014803	LC								invertivore		species							
Parkesia noveboracensis	bird	180	13	28	0.3571	10	11.86	37.77	18.4	10.2	-64.2	-94.9	15.500	27.000	436.0	4260.0	0.017109	0.010147	0.012121	0.031250	0.085106	0.014197	0.003651	LC								invertivore		species							
Paroaria capitata	bird	16	3	2	0.5000	2	3.15	3.34	-16.3	-19.6	-56.8	-56.9			1000.0	1000.0	0.033264	0.020987	0.017143	0.058992	0.100840	0.008287	0.029197	LC	22.3	1	species														
Parula americana	bird	2	1			1			18.4	18.4	-94.9	-94.9	25.6	25.6	1873.0	1873.0	0.062500	0.062500	0.062500	0.062500	0.062500		0.010000	LC	8.13756720402357	2	species					invertivore		species							
Parula pitiayumi	bird	5	4	27	0.0370	4	23.21	54.04	10.7	-27.2	-45.9	-65.6	18.800	27.300	430.0	1700.0	0.000916	0.000933	0.000950	0.001358	0.001536	0.000055	0.003378	LC	6.94550214167414	2	species					invertivore		species							
Passer domesticus	bird	10	2			2	0.94	0.32	-20.5	-20.5	-69.3	-69.7					0.070423	0.042460	0.076723	0.076723	0.140625			LC	26.084478143141	2	species					granivore		species							
Passerina amoena	bird	2	1			1			20.4	20.4	-86.9	-86.9	25.500	25.500	1505.0	1505.0	0.000799	0.000799	0.000799	0.000799	0.000799		0.009259	LC	16	1	species					invertivore	granivore	species							
Passerina brissoni	bird	7	1			1			-24.8	-24.8	-64.7	-64.7	20.000	20.000	739.0	739.0	0.054688	0.054688	0.054688	0.054688	0.054688		0.159091									granivore	invertivore	genus							
Passerina caerulea	bird	4	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.001044	0.001044	0.001044	0.001044	0.001044			LC	27.8	1	species					granivore	invertivore	species							
Passerina ciris	bird	32	4	6	0.1667	4	3.53	8.20	15.8	13.7	-85.8	-92.7	24.400	26.85	1993.0	3500.0	0.006314	0.006926	0.005732	0.032976	0.058140	0.005348	0.006667	NT	16.1	1	species					granivore	invertivore	species							
Passerina cyanea	bird	120	14	19	0.4211	7	5.17	16.96	20.4	13.7	-85.8	-94.9	24.400	27.000	1500.0	3500.0	0.011983	0.013029	0.014405	0.031250	0.250000	0.010389	0.025740	LC	15	1	species					granivore	invertivore	species							
Passerina cyanoides	bird	2	2			1		0	18.5	18.5	-92.1	-92.1	26.000	26.000	2168.0	2168.0	0.009174	0.009656	0.010163	0.010163	0.013333		0.009091									granivore	invertivore	genus							
Patagioenas cayennensis	bird	1	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.000261	0.000261	0.000261	0.000261	0.000261			LC	229	1	species					frugivore		species							
Patagioenas fasciata	bird	2	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.003436	0.003436	0.003436	0.003436	0.003436		0.010204	LC	374.825292636449	2	species					frugivore		genus							
